Title,Cook Time,ServingSize,Ingredients,Cooking Instructions,Image Link,Nutrition Label,Host Link
Skrie Salmon,50,4 serving(s),"['¼ teaspoon anise seed', '⅛ teaspoon crushed dried mint', '1 ¼ cups water, divided', '¾ teaspoon honey', '3 strips lemon peel', '3 tablespoons butter, melted', '2 pounds salmon fillets']","['Step 1: Preheat oven to 350 degrees F (175 degrees C).\n', 'Step 2: In a small saucepan, stir together anise seeds and mint.\n', 'Step 3: Stir in 1 cup water, and bring to a boil over high heat.\n', 'Step 4: Boil 5 minutes, then stir in honey.\n', 'Step 5: Continue to boil until most of the water has boiled off.\n', 'Step 6: Remove from heat, and stir in remaining 1/4 cup water.\n', 'Step 7: Place lemon strips in a bowl, and pour melted butter over the strips.\n', 'Step 8: Let sit 5 minutes.\n', 'Step 9: Place salmon on baking sheet.\n', 'Step 10: Brush thoroughly with anise sauce.\n', 'Step 11: Place in a preheated oven, and bake until done, about 15 minutes.\n', 'Step 12: Remove from oven, and brush liberally with lemon butter.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F859919.jpg,"{'calories': '446.9 calories', 'carbohydrateContent': '1.5 g', 'cholesterolContent': '134.6 mg', 'fatContent': '30.6 g', 'fiberContent': '0.2 g', 'proteinContent': '39.3 g', 'saturatedFatContent': '9.9 g', 'sodiumContent': '169.7 mg', 'sugarContent': '1.2 g'}",allrecipes.com
Mississippi Vegi Balls,40,32 serving(s),"['2 cups Italian-seasoned bread crumbs', '1 cup shredded Cheddar cheese', '1 cup chopped pecans', '½ cup cottage cheese', '½ cup minced onion', '4 eggs', '1 teaspoon dried basil', '¼ teaspoon dried sage']","['Step 1: Preheat oven to 350 degrees F (175 degrees C).\n', 'Step 2: Mix bread crumbs, Cheddar cheese, pecans, cottage cheese, onion, eggs, basil, and sage in a bowl; form mixture into 1-inch balls.\n', 'Step 3: Place balls on a baking sheet.\n', 'Step 4: Bake in the preheated oven until bottoms turn brown, 20 to 25 minutes.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9440859.jpg,"{'calories': '80.2 calories', 'carbohydrateContent': '6 g', 'cholesterolContent': '27.6 mg', 'fatContent': '4.8 g', 'fiberContent': '0.7 g', 'proteinContent': '3.5 g', 'saturatedFatContent': '1.4 g', 'sodiumContent': '177 mg', 'sugarContent': '0.7 g'}",allrecipes.com
Grandma's Blueberry Pie,120,1 serving(s),"['1 ¼ cups white sugar', '3 tablespoons quick-cooking tapioca', '½ teaspoon ground cinnamon', '3 cups blueberries', '1 tablespoon lemon juice', '1 tablespoon butter', '1 pastry for a 9 inch double crust pie']","['Step 1: Preheat oven to 400 degrees F (200 degrees C).\n', 'Step 2: Roll out half the pastry and line a 9-inch pie pan; trim crust to the rim of the pan.\n', 'Step 3: Loosely cover with plastic wrap and refrigerate.\n', 'Step 4: Combine sugar, tapioca, and cinnamon.\n', 'Step 5: Toss sugar mixture with blueberries in a mixing bowl and sprinkle with lemon juice.\n', 'Step 6: Let stand fifteen minutes.\n', 'Step 7: Meanwhile, roll out the top crust into a 10-inch circle.\n', 'Step 8: Cut into half-inch strips.\n', 'Step 9: Pour blueberry mixture into chilled pie shell and dot with butter.\n', 'Step 10: Add the pastry strips one at a time, weaving a lattice.\n', 'Step 11: Flute edges.\n', 'Step 12: Place pie on a baking sheet to catch drips.\n', 'Step 13: Bake in the preheated oven for 40 to 50 minutes, until filling is bubbly and crust is light brown.\n', 'Step 14: Cool completely before serving.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1121870.jpg,"{'calories': '289.5 calories', 'carbohydrateContent': '52.2 g', 'cholesterolContent': '3.8 mg', 'fatContent': '9.1 g', 'fiberContent': '2.2 g', 'proteinContent': '1.8 g', 'saturatedFatContent': '2.8 g', 'sodiumContent': '127.8 mg', 'sugarContent': '36.7 g'}",allrecipes.com
Amish Cran-Apple Pie,60,8 serving(s),"['⅔ cup oil', '3 tablespoons milk', '2 cups all-purpose flour', '2 teaspoons white sugar', '1 ¼ teaspoons salt', '2 cups frozen cranberries, sorted and rinsed', '2 cups chopped apples', '⅔ cup white sugar', '3 ½ teaspoons all-purpose flour', '1 tablespoon lemon juice']","['Step 1: Preheat the oven to 375 degrees F (190 degrees C).\n', 'Step 2: Combine oil and milk in a liquid measuring cup; stir to combine.\n', 'Step 3: Combine flour, sugar, and salt in a medium bowl; mix together with a fork.\n', 'Step 4: Add oil mixture and mix until well combined.\n', 'Step 5: Press a little more than 1/2 of the crust mixture into the bottom and sides of a pie plate, using a spatula if necessary, as mixture will crumble easily.\n', 'Step 6: Combine cranberries and apples in a large mixing bowl.\n', 'Step 7: Add sugar, flour, and lemon juice; mix until fruit is evenly coated.\n', 'Step 8: Pour filling into the pie plate and crumble remaining crust mixture over the top.\n', 'Step 9: Bake in the preheated oven until filling is bubbly and crumb topping is golden brown, 40 to 50 minutes.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8972833.jpg,"{'calories': '378.8 calories', 'carbohydrateContent': '50.4 g', 'cholesterolContent': '0.5 mg', 'fatContent': '18.7 g', 'fiberContent': '2.9 g', 'proteinContent': '3.7 g', 'saturatedFatContent': '3 g', 'sodiumContent': '367.2 mg', 'sugarContent': '22.4 g'}",allrecipes.com
Oklahoma Ranchers Steak Chili Dip,45,4 item(s),"['1 tablespoon vegetable oil', '1 pound boneless beef sirloin steak, cut into 1/2-inch cubes', '1 medium onion, chopped', '1 medium red bell pepper, chopped', '1 (16 ounce) can black beans, rinsed and drained', '1 (14.5 ounce) can diced tomatoes, drained', '1 (1.25 ounce) package McCormick® Original Chili Seasoning Mix', '1 (8 ounce) package processed cheese product, cubed']","['Step 1: Heat oil in large skillet on medium-high heat.\n', 'Step 2: Add beef; cook 4 minutes or until browned on all sides.\n', 'Step 3: Remove from skillet.\n', 'Step 4: Stir onion and bell pepper into same skillet; cook and stir 3 minutes or until tender.\n', 'Step 5: Stir in beans, tomatoes and Seasoning Mix.\n', 'Step 6: Bring to boil, stirring occasionally.\n', 'Step 7: Return beef to skillet.\n', 'Step 8: Reduce heat to low; cover and simmer 15 minutes.\n', 'Step 9: Add cheese; cook and stir 5 minutes longer or until beef is tender and cheese is melted.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4462869.jpg,"{'calories': '119 calories', 'carbohydrateContent': '8.2 g', 'cholesterolContent': '19.9 mg', 'fatContent': '5.3 g', 'fiberContent': '2.6 g', 'proteinContent': '8.8 g', 'saturatedFatContent': '2.8 g', 'sodiumContent': '419.9 mg', 'sugarContent': '1.9 g'}",allrecipes.com
Caldo Gallego,50,8 serving(s),"['2 tablespoons olive oil', '1 onion, minced', '8 cloves garlic, minced', '2 Spanish chorizo links, sliced', '2 thick slices smoked ham, diced, or more to taste', '3 potatoes, peeled and diced', '2 turnips, peeled and diced', '8 cups chicken stock', '1 (15 ounce) can white cannellini beans', '3 cups chopped turnip greens']","['Step 1: Heat olive oil in a stockpot over medium heat.\n', 'Step 2: Cook and stir onion in the hot oil until translucent, 5 to 10 minutes.\n', 'Step 3: Add garlic; cook and stir until fragrant, about 2 minutes.\n', 'Step 4: Stir chorizo and ham into onion mixture and cook until lightly browned, 3 to 4 minutes.\n', 'Step 5: Mix potatoes and turnips into chorizo mixture; pour in chicken stock.\n', 'Step 6: Bring stock to a boil, reduce heat to medium-low, cover stockpot, and simmer until potatoes and turnips are tender, about 20 minutes.\n', 'Step 7: Increase heat to medium and stir cannellini beans and turnip greens into soup; cook until greens are desired tenderness, at least 3 minutes.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4570702.jpg,"{'calories': '380 calories', 'carbohydrateContent': '29.4 g', 'cholesterolContent': '45.7 mg', 'fatContent': '20.6 g', 'fiberContent': '5.6 g', 'proteinContent': '19.4 g', 'saturatedFatContent': '6.6 g', 'sodiumContent': '1743.1 mg', 'sugarContent': '3.5 g'}",allrecipes.com
Mississippi Mud Pie I,30,1 serving(s),"['2 cups graham cracker crumbs', '¼ cup white sugar', '½ cup butter, softened', '1 (12 ounce) container frozen whipped topping, thawed', '¾ cup white sugar', '8 ounces cream cheese, softened', '1 (3.9 ounce) package instant chocolate pudding mix', '1 (3.4 ounce) package instant butterscotch pudding mix', '3 cups milk']","['Step 1: Thoroughly blend graham cracker crumbs, 1/4 cup sugar, and butter.\n', 'Step 2: Press firmly in bottom of 9x13 inch pan.\n', 'Step 3: Blend together half the whipped topping, 3/4 cup sugar, and softened cream cheese.\n', 'Step 4: Spread mixture on top of crust.\n', 'Step 5: Whip together the puddings and milk and spread on top of cream cheese mixture.\n', 'Step 6: Top with remaining whipped topping.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8349919.jpg,"{'calories': '440 calories', 'carbohydrateContent': '52.5 g', 'cholesterolContent': '46 mg', 'fatContent': '24.1 g', 'fiberContent': '0.7 g', 'proteinContent': '5 g', 'saturatedFatContent': '16.2 g', 'sodiumContent': '480.9 mg', 'sugarContent': '42.2 g'}",allrecipes.com
Papa a la Huancaina (Huancayo-Style Potatoes),55,8 serving(s),"['12 Yukon Gold potatoes', '1 tablespoon olive oil, or to taste', '1 onion, sliced', '6 chile peppers, halved lengthwise and seeded', '1 pound cream cheese, softened', '1 pound queso fresco (Mexican fresh cheese), crumbled', '¼ cup vegetable oil', '1 clove garlic', '2 teaspoons salt', '½ teaspoon ground black pepper', '⅓ cup evaporated milk', '4 hard-boiled eggs, halved lengthwise', '8 leaves lettuce', '8 black olives, pitted and halved']","['Step 1: Place potatoes into a large pot and cover with salted water; bring to a boil.\n', 'Step 2: Reduce heat to medium-low and simmer until tender, about 20 minutes.\n', 'Step 3: Drain and set aside to cool slightly.\n', 'Step 4: Heat olive oil in a skillet over medium heat.\n', 'Step 5: Cook onion until tender, about 10 minutes.\n', 'Step 6: Bring a small saucepan of water to a boil.\n', 'Step 7: Boil chile peppers until soft, about 5 minutes.\n', 'Step 8: Run chiles under cold water to cool until cool enough to handle; remove and discard skins.\n', 'Step 9: Blend onion, chile peppers, cheese, vegetable oil, garlic, salt, and pepper in a blender until smooth.\n', 'Step 10: Stream evaporated milk into the blended mixture while continuing to blend until a creamy sauce is achieved.\n', 'Step 11: Arrange 1 lettuce leaf onto each of 8 plates.\n', 'Step 12: Halve potatoes and arrange 3 halves onto each lettuce leaf.\n', 'Step 13: Drizzle creamy sauce over the potatoes.\n', 'Step 14: Top each with an egg half and two black olive halves.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2282284.jpg,"{'calories': '586.1 calories', 'carbohydrateContent': '45.5 g', 'cholesterolContent': '189.9 mg', 'fatContent': '37.3 g', 'fiberContent': '4.2 g', 'proteinContent': '19.9 g', 'saturatedFatContent': '18.2 g', 'sodiumContent': '927.1 mg', 'sugarContent': '4.5 g'}",allrecipes.com
Virginia Eggnog,70,24 serving(s),"['1 cup white sugar, or more to taste', '10 eggs, divided', '1 quart milk', '1 quart heavy whipping cream', '¼ cup rum', '¼ cup whisky']","['Step 1: Beat sugar and egg yolks together in a bowl using an electric mixer until very light in color.\n', 'Step 2: Mix milk and cream into yolk mixture.\n', 'Step 3: Beat egg whites in a separate bowl using an electric mixer until stiff peaks form, adding more sugar, if desired.\n', 'Step 4: Fold egg whites into milk mixture until eggnog is smooth.\n', 'Step 5: Stir rum and whisky into eggnog.\n', 'Step 6: Refrigerate until chilled, at least 1 hour.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4608661.jpg,"{'calories': '230.5 calories', 'carbohydrateContent': '11.5 g', 'cholesterolContent': '135.1 mg', 'fatContent': '17.5 g', 'proteinContent': '4.8 g', 'saturatedFatContent': '10.3 g', 'sodiumContent': '60.9 mg', 'sugarContent': '10.4 g'}",allrecipes.com
Southern Sunrise,20,1 serving(s),"['2 cups cold orange juice', '½ cup lemon juice', '¼ cup white sugar', '32 fluid ounces cold lemon-lime flavored soda', '¾ cup peach-flavored bourbon liqueur (such as Southern Comfort ®)', 'ice cubes']","['Step 1: Combine orange juice, lemon juice, and sugar in a pitcher; stir until the sugar is dissolved.\n', 'Step 2: Cover pitcher with plastic wrap.\n', 'Step 3: Chill in refrigerator 15 minutes.\n', 'Step 4: Add the lemon-lime soda and the bourbon liqueur.\n', 'Step 5: Serve over ice.\n', 'Step 6: Refrigerate until chilled, about 15 minutes.\n', 'Step 7: Gently stir lemon-lime soda and bourbon liqueur into the orange juice mixture.\n', 'Step 8: Pour into cups filled with ice to serve.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9393761.jpg,"{'calories': '164.8 calories', 'carbohydrateContent': '26.8 g', 'cholesterolContent': '0 mg', 'fatContent': '0.1 g', 'fiberContent': '0.2 g', 'proteinContent': '0.5 g', 'saturatedFatContent': '0 g', 'sodiumContent': '14.5 mg', 'sugarContent': '11.8 g'}",allrecipes.com
