Title,Cook Time,ServingSize,Ingredients,Cooking Instructions,Image Link,Nutrition Label,Host Link
Olive Chicken I,0,4 serving(s),"['1 (2 to 3 pound) whole chicken, cut into pieces', '2 tablespoons vegetable oil', '2 onions, chopped', 'salt to taste', 'ground black pepper to taste', '½ teaspoon ground ginger', '½ teaspoon paprika', '1 pound pitted green olives', '1 lemon, juiced', '2 cups water']","['Step 1: Heat oil in a large saute pan.\n', 'Step 2: Add onions, and sprinkle with ginger and paprika.\n', 'Step 3: Saute until onions are golden.\n', 'Step 4: Place chicken on top of onions.\n', 'Step 5: Add about 1 to 2 cups of water, lemon juice, salt, pepper, and olives.\n', 'Step 6: Cook about 1 hour, or until the chicken is tender.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3894934.jpg,"{'calories': '665.2 calories', 'carbohydrateContent': '7.9 g', 'cholesterolContent': '170.3 mg', 'fatContent': '51.4 g', 'fiberContent': '2.8 g', 'proteinContent': '44.3 g', 'saturatedFatContent': '11.8 g', 'sodiumContent': '2340.6 mg', 'sugarContent': '2.2 g'}",allrecipes.com
Makrout (Algerian Semolina Pastries),225,40 serving(s),"['4 cups semolina flour', '½ cup vegetable oil', '½ cup unsalted butter', '1 pinch salt', '⅓ cup warm water, or as needed', '1 tablespoon orange flower water', '4 tablespoons all-purpose flour', '2 teaspoons vanilla sugar', '4 cups finely ground almonds', '1 ¼ cups white sugar', '1 tablespoon vanilla sugar', '2 pinches ground cinnamon', '1 dash almond extract', '1 (12 ounce) jar honey', '3 tablespoons orange flower water', '2 cups oil for frying, or as needed', '2 tablespoons sesame seeds, for garnish']","['Step 1: Combine semolina, oil, butter, and salt in a large bowl.\n', 'Step 2: Rub the grains of semolina between your fingers, so that all the grains are well coated.\n', 'Step 3: Cover with a kitchen towel and set aside.\n', 'Step 4: Let it rest like this for at least 2 hours, but ideally overnight.\n', 'Step 5: The mixture should be like wet, oily sand in the morning.\n', 'Step 6: Combine warm water and orange blossom water when you are ready to make the makrout.\n', 'Step 7: Slowly add mixture to the semolina mixture along with flour and vanilla sugar and knead into a soft dough.\n', 'Step 8: Add just enough liquid for a soft, smooth dough.\n', ""Step 9: Don't overwork the dough-- knead it just enough to have a smooth and flexible dough that can easily be shaped into a ball.\n"", 'Step 10: Set dough aside.\n', 'Step 11: Combine ground almonds, sugar, vanilla sugar, cinnamon, and almond extract in a bowl for the filling.\n', 'Step 12: Roll mixture into 2 long logs and set aside.\n', 'Step 13: Divide semolina dough into 2 balls, then flatten to pat into a rectangle, about 3 times the width of your filling logs.\n', 'Step 14: Press down in the center of the rectangle with your fingers to form an indentation.\n', 'Step 15: Set filling log into the indentation.\n', 'Step 16: Fold dough over the filling and press the edges together to seal.\n', 'Step 17: Roll the log back and forth gently to shape the dough around the filling and smooth log into a uniform shape.\n', 'Step 18: You can cut the logs in half for easier handling.\n', 'Step 19: Cut each log into diagonal pieces, creating diamond-like shapes.\n', 'Step 20: Reshape the cut ends to have a nice uniform look.\n', 'Step 21: Set the makrout aside to rest, as you heat up a deep, heavy saucepan with oil - about 3 fingers deep.\n', 'Step 22: Combine honey and orange flower water in a small saucepan for the syrup.\n', 'Step 23: Heat over low heat until just below simmering and keep warm.\n', 'Step 24: Once the oil is hot, deep-fry makrout in small batches until golden on all sides, about 5 minutes.\n', 'Step 25: Remove with a slotted spoon and drain on paper towels.\n', 'Step 26: Continue frying until all the dough pieces are cooked.\n', 'Step 27: Dip fried makrout into the hot honey syrup and submerge in the syrup for about 1 minute.\n', 'Step 28: Remove and drain on wire racks.\n', 'Step 29: Repeat the process, dunking each makrout into the syrup a second time.\n', 'Step 30: Remove and drain on wire racks.\n', 'Step 31: Sprinkle with sesame seeds, if using.\n']",https://www.allrecipes.com/img/misc/og-default.png,"{'calories': '259.7 calories', 'carbohydrateContent': '33.1 g', 'cholesterolContent': '6.1 mg', 'fatContent': '12.7 g', 'fiberContent': '2.1 g', 'proteinContent': '5.1 g', 'saturatedFatContent': '2.6 g', 'sodiumContent': '5 mg', 'sugarContent': '16.8 g'}",allrecipes.com
Shelia's Chicken Yassa,580,4 serving(s),"['⅓ cup lemon juice', '¼ cup olive oil', '¼ cup spicy brown mustard', '1 teaspoon minced garlic', '1 tablespoon black pepper', '1 tablespoon cayenne pepper, or to taste', '1 tablespoon lemon-pepper seasoning', '½ teaspoon salt', '3 pounds skinless chicken leg quarters', '2 medium lemons, halved', '¼ cup olive oil', '3 medium onions, thinly sliced', '1 medium red bell pepper, cut into thin strips', '1 medium green bell pepper, cut into thin strips', '1 medium carrot, peeled and sliced diagonally', '1 teaspoon minced garlic', '⅓ cup lemon juice', '½ cup low-sodium chicken broth', '½ cup pitted green olives', '3 cups cooked white rice']","['Step 1: Stir together lemon juice, oil, mustard, and garlic for marinade in a small bowl.\n', 'Step 2: Stir together black pepper, cayenne, lemon-pepper seasoning, and salt in another small bowl.\n', 'Step 3: Rub spice mixture all over chicken and transfer to a large zip-top plastic bag.\n', 'Step 4: Add lemon juice mixture.\n', 'Step 5: Seal the bag and turn to coat.\n', 'Step 6: Chill up to 8 hours or overnight.\n', 'Step 7: Prepare an outdoor grill for indirect grilling, lighting burners on one side only or pushing lit coals to one side.\n', 'Step 8: Heat grill to medium heat, 325 to 375 degrees F (165 to 190 degrees C).\n', 'Step 9: Lightly oil the grill grate.\n', 'Step 10: Transfer chicken to unlit side of grill, discarding marinade.\n', 'Step 11: Grill, turning once, until an instant-read thermometer inserted into thickest parts registers 165 degrees F (74 degrees C), 40 to 50 minutes.\n', 'Step 12: Meanwhile, grill lemon halves, cut-sides down, over lit side of the grill until grill marks appear, about 8 minutes.\n', 'Step 13: Heat 1/4 cup oil in a 12-inch cast iron skillet on the stovetop over medium-high heat until hot.\n', 'Step 14: Stir in onions, bell peppers, carrot, garlic, and lemon juice; cook, stirring occasionally, until liquid evaporates and vegetables are tender and starting to brown, 10 to 12 minutes.\n', 'Step 15: Add chicken broth; cook and stir for 1 minute.\n', 'Step 16: Remove from heat and stir in olives.\n', 'Step 17: Meanwhile, preheat the oven to 350 degrees F (175 degrees C).\n', 'Step 18: Arrange grilled chicken over vegetables in the skillet.\n', 'Step 19: Cover and bake in the preheated oven for 20 minutes.\n', 'Step 20: Serve over cooked rice with grilled lemon halves.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9322716.jpg,"{'calories': '951.4 calories', 'carbohydrateContent': '58.3 g', 'cholesterolContent': '214.8 mg', 'fatContent': '50.5 g', 'fiberContent': '7 g', 'proteinContent': '69.2 g', 'saturatedFatContent': '9.6 g', 'sodiumContent': '1493.9 mg', 'sugarContent': '7.6 g'}",allrecipes.com
Guinean Peanut Sauce with Butternut Squash,80,6 item(s),"['1 butternut squash - peeled, seeded, and cut into 2-inch cubes', '½ cup natural peanut butter', '1 small tomato, chopped', '1 cup warm water', '2 tablespoons olive oil', '1 large yellow onion, thickly sliced lengthwise', '2 cloves garlic, minced', '1 bay leaf', 'ground black pepper to taste', 'salt, or to taste', '2 teaspoons lemon juice']","['Step 1: Place the butternut squash in a saucepan with water to cover.\n', 'Step 2: Bring to a boil and then simmer, covered, until the squash is tender, about 20 minutes.\n', 'Step 3: Drain, reserving the cooking liquid.\n', 'Step 4: Combine the peanut butter, tomato, and warm water in a bowl.\n', 'Step 5: The authentic way to prepare this is to squish it together by hand -- but a food processor works, too.\n', 'Step 6: Heat the olive oil in a skillet over medium-high heat.\n', 'Step 7: When the oil is hot, add the onion slices and cook for 2 minutes.\n', 'Step 8: Add the peanut butter mixture, the minced garlic, the bay leaf, black pepper, and about 1/2 teaspoon salt.\n', 'Step 9: Stir to combine, then bring to a boil.\n', 'Step 10: Reduce the heat to low and simmer the peanut sauce, adding the reserved cooking liquid as needed, for 15 minutes.\n', 'Step 11: The consistency should be similar to a thick soup.\n', 'Step 12: Stir in the butternut squash and simmer for an additional 15 minutes.\n', 'Step 13: Add the lemon juice, and taste to adjust the seasoning.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8021840.jpg,"{'calories': '395.6 calories', 'carbohydrateContent': '42.4 g', 'fatContent': '24 g', 'fiberContent': '8.3 g', 'proteinContent': '11.4 g', 'saturatedFatContent': '3.4 g', 'sodiumContent': '390.8 mg', 'sugarContent': '10.4 g'}",allrecipes.com
One-Pot Moroccan Chicken,50,6 serving(s),"['1 tablespoon olive oil', '1 medium onion, chopped', '2 cloves garlic', '1 pound skinless, boneless chicken breast, cut into 1-inch cubes', '1 cup crushed tomatoes, with liquid', '2 medium carrots, chopped', '2 stalks celery, sliced', '½ cup water', '¼ cup olives, or to taste', '2 tablespoons raisins, or to taste', '1 tablespoon minced fresh ginger root', '2 teaspoons salt', '1 teaspoon paprika', '1 teaspoon ground cumin', '1 teaspoon ground turmeric', '½ teaspoon dried oregano', '½ teaspoon ground cinnamon', '¼ teaspoon cayenne pepper', '1 tablespoon lemon juice', '1 tablespoon finely chopped cilantro, or to taste']","['Step 1: Heat olive oil in a large pot over medium heat and cook onion until soft and translucent, about 5 minutes.\n', 'Step 2: Add garlic and cook until fragrant, about 30 seconds.\n', 'Step 3: Add chicken, tomatoes, carrots, celery, water, olives, raisins, ginger, salt, paprika, cumin, turmeric, oregano, cinnamon, and cayenne pepper; mix to combine.\n', 'Step 4: Bring to a boil, reduce heat, and simmer until chicken has cooked through and flavors have mingled, 25 to 35 minutes.\n', 'Step 5: Stir in lemon juice and garnish with cilantro.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9004405.jpg,"{'calories': '152 calories', 'carbohydrateContent': '11.7 g', 'cholesterolContent': '39 mg', 'fatContent': '4.8 g', 'fiberContent': '2.6 g', 'proteinContent': '16.3 g', 'saturatedFatContent': '0.9 g', 'sodiumContent': '940.2 mg', 'sugarContent': '4.1 g'}",allrecipes.com
South African Lamb Sosaties (Kebabs),540,8 serving(s),"['1 cup plain yogurt', '2 teaspoons curry powder', '1 tablespoon white sugar', '1 tablespoon vegetable oil', '1 large onion', '1 cup cubed lamb stew meat', '12 ounces dried apricots', '8 kabob skewers']","['Step 1: Make the sauce by mixing together the yogurt, curry powder, sugar and oil in a small bowl.\n', 'Step 2: Taste and adjust seasonings to your liking.\n', 'Step 3: Peel and cut the onion into 1 inch cubes.\n', 'Step 4: Thread skewers alternating lamb cubes, onion dried apricot halves.\n', 'Step 5: Place them into a large resealable bag and pour in the sauce.\n', 'Step 6: Make sure the kabobs are evenly well coated.\n', 'Step 7: Refrigerate and allow to marinate overnight or for at least 8 hours.\n', 'Step 8: Preheat grill to medium heat and lightly oil grate.\n', 'Step 9: Grill the kabobs over medium coals for 8 to 10 minutes on each side, or to your desired doneness.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9427546.jpg,"{'calories': '171.7 calories', 'carbohydrateContent': '31.9 g', 'cholesterolContent': '12.2 mg', 'fatContent': '3.3 g', 'fiberContent': '3.6 g', 'proteinContent': '6.5 g', 'saturatedFatContent': '0.9 g', 'sodiumContent': '35.2 mg', 'sugarContent': '27.3 g'}",allrecipes.com
Moroccan Tagine with Olives and Artichoke Hearts,60,6 serving(s),"['1 tablespoon olive oil', '2 skinless, boneless chicken breast halves - cut into chunks', '½ onion, chopped', '3 cloves garlic, minced', '1 (15.5 ounce) can garbanzo beans, drained and rinsed', '1 (14.5 ounce) can diced tomatoes with juice', '1 (14 ounce) can vegetable broth', '1 (14 ounce) can quartered artichoke hearts, drained', '1 carrot, peeled and chopped', '½ cup sliced Mediterranean black olives', '1 tablespoon white sugar', '1 tablespoon lemon juice', '1 teaspoon salt', '1 teaspoon ground coriander', '1 pinch cayenne pepper']","['Step 1: Heat olive oil in a large skillet over medium heat.\n', 'Step 2: Cook and stir chicken, onion, and garlic in hot oil until the chicken is no longer pink in the center, about 15 minutes.\n', 'Step 3: Stir garbanzo beans, diced tomatoes with juice, vegetable broth, artichoke hearts, carrot, olives, sugar, lemon juice, salt, coriander, and cayenne pepper into the chicken mixture; bring to a boil, reduce heat to low, and simmer until vegetables are tender, about 30 minutes.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F0e07aaff1ea463fad39af84830ff8313%2F1095192.jpg,"{'calories': '229.1 calories', 'carbohydrateContent': '31.2 g', 'cholesterolContent': '20.3 mg', 'fatContent': '5.4 g', 'fiberContent': '6.7 g', 'proteinContent': '14.1 g', 'saturatedFatContent': '0.8 g', 'sodiumContent': '1219.7 mg', 'sugarContent': '6.1 g'}",allrecipes.com
Spicy Seafood Soup,65,4 serving(s),"['1 pound catfish fillets', '1 pound uncooked medium shrimp, peeled and deveined', '2 tablespoons garlic powder', '2 tablespoons paprika', '1 tablespoon Cajun seasoning', '1 tablespoon curry powder', '1 teaspoon olive oil', '1 cup fresh corn kernels', '1 head bok choy, leaves and stalks separated', '½ cup chopped onion', '½ cup chopped green bell pepper', '1 serrano pepper, chopped', '2 tablespoons minced garlic', '1 cup chopped tomatoes', '4 cups water', '2 tablespoons chopped fresh cilantro']","['Step 1: Season catfish and shrimp with garlic powder, paprika, Cajun seasoning, and curry powder; set aside in a bowl.\n', 'Step 2: Heat a 6-quart pot over medium heat for 2 minutes; add olive oil.\n', 'Step 3: Add corn, bok choy, onion, bell pepper, serrano pepper, and garlic.\n', 'Step 4: Stir-fry until onion becomes tender, about 5 minutes.\n', 'Step 5: Add tomatoes and cook for 5 minutes.\n', 'Step 6: Pour in water and bring to a boil.\n', 'Step 7: Reduce heat to medium-low, cover, and cook for 15 minutes.\n', 'Step 8: Add catfish and shrimp to the soup.\n', 'Step 9: Cover and cook until flesh is opaque, 6 to 7 minutes more.\n', 'Step 10: Garnish soup with cilantro.\n']",https://www.allrecipes.com/img/misc/og-default.png,"{'calories': '318.4 calories', 'carbohydrateContent': '14.3 g', 'cholesterolContent': '224.6 mg', 'fatContent': '11.7 g', 'fiberContent': '4.8 g', 'proteinContent': '39.9 g', 'saturatedFatContent': '2.6 g', 'sodiumContent': '694.7 mg', 'sugarContent': '5.3 g'}",allrecipes.com
Ethiopian Chicken,60,4 serving(s),"['16 chicken wings, split and tips discarded', '1 onion, chopped', '⅔ cup soy sauce', '½ teaspoon ground cinnamon', '½ teaspoon ground cloves', '⅛ teaspoon ground ginger']","['Step 1: Place chicken wings and onion in a soup pot, and fill with enough water to cover.\n', 'Step 2: Bring to a boil, and cook for 20 minutes.\n', 'Step 3: Preheat the oven to 375 degrees F (190 degrees C).\n', 'Step 4: While the wings are cooking, combine the soy sauce, cinnamon, cloves and ginger in a saucepan, and warm over medium heat.\n', 'Step 5: When chicken is done, drain water (may be reserved for other uses as a broth), and pour in the soy sauce mixture.\n', 'Step 6: Stir to coat all of the wings, then place them in a single layer on a cookie sheet.\n', 'Step 7: Bake for 15 minutes in the preheated oven, or until the outsides are crispy.\n', 'Step 8: Baste with sauce as desired while cooking.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F423989.jpg,"{'calories': '157.4 calories', 'carbohydrateContent': '6.2 g', 'cholesterolContent': '34.3 mg', 'fatContent': '8.3 g', 'fiberContent': '1.1 g', 'proteinContent': '14.2 g', 'saturatedFatContent': '2.3 g', 'sodiumContent': '2439.7 mg', 'sugarContent': '1.9 g'}",allrecipes.com
Spicy Potato Noodles (Bataka Sev),85,10 item(s),"['¼ cup chopped fresh green chile peppers', '1 tablespoon coarsely chopped garlic', '2 tablespoons fresh ginger, peeled and coarsely chopped', '1 teaspoon salt', '⅛ teaspoon ground turmeric', '2 teaspoons vegetable oil', '1 pound potatoes, peeled', '3 cups water', '3 ½ cups chickpea flour', '2 ½ teaspoons salt', '1 teaspoon ground turmeric', '2 tablespoons mustard oil', 'vegetable oil for deep frying']","['Step 1: Combine the chiles, garlic, ginger, 1 teaspoon salt, 1/8 teaspoon turmeric, and 2 teaspoons vegetable oil in a food processor or mortar and pestle and process into a fine paste.\n', 'Step 2: (Add a tablespoon of water if you need more liquid.\n', 'Step 3: ) Set aside.\n', 'Step 4: Place the potatoes in a saucepan with the water and bring to a boil over high heat.\n', ""Step 5: Reduce the heat to low, cover the pan, and cook the potatoes until they're soft and easily pierced with a fork, about 15 minutes.\n"", 'Step 6: Reserve the cooking water.\n', ""Step 7: Mash the potatoes while they're still warm, using some of the cooking water to get a smooth consistency.\n"", 'Step 8: Mix in 1 tablespoon green chile paste, chickpea flour, 2 1/2 teaspoons salt, 1 teaspoon turmeric, and mustard oil.\n', 'Step 9: Add enough reserved potato-cooking water as needed to make a soft dough.\n', 'Step 10: Taste the dough for heat level and seasoning (the dough will taste raw, but should be salty and spicy; the flavors will mellow slightly during cooking).\n', 'Step 11: Add more salt and chile paste if desired.\n', 'Step 12: Heat the cooking oil in a deep pan over medium-high heat.\n', 'Step 13: Use a potato ricer (or sev machine, if you have one) to press noodles into the oil.\n', 'Step 14: Fry until golden brown and crisp, about two minutes.\n', 'Step 15: Use a skimmer or slotted spoon to transfer the noodles to a paper towel-lined bowl.\n', 'Step 16: Repeat until all noodles are fried.\n', 'Step 17: Store in an airtight container for up to two weeks.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F527232.jpg,"{'calories': '335.8 calories', 'carbohydrateContent': '35.2 g', 'fatContent': '18.4 g', 'fiberContent': '2.9 g', 'proteinContent': '9.4 g', 'saturatedFatContent': '2 g', 'sodiumContent': '1024.3 mg', 'sugarContent': '5 g'}",allrecipes.com
Powerhouse African Yam Stew,188,8 serving(s),"['2 cups yellow split peas', '5 yams, peeled and diced', '3 sweet onion (such as Vidalia®), chopped', '1 cup red lentils', 'water to cover', '3 cloves garlic, minced', '1 tablespoon minced ginger', '½ cup peanut butter', '½ cup lemon juice', '2 tablespoons soy sauce', '1 (19 ounce) can chickpeas, drained', '2 cups frozen spinach', 'salt to taste']","['Step 1: Place split peas in a large container and cover with several inches of cool water; let soak for 1 hour.\n', 'Step 2: Combine drained split peas, yams, onions, and red lentils in a large pot.\n', 'Step 3: Pour in enough water to cover by 1 inch.\n', 'Step 4: Stir in garlic and ginger.\n', 'Step 5: Bring to a boil; skim foam off the top with a slotted spoon.\n', 'Step 6: Simmer until yams are very tender, about 1 hour 30 minutes.\n', 'Step 7: Mash split peas, yams, and lentils with a potato masher.\n', 'Step 8: Stir peanut butter, lemon juice, and soy sauce into the soup.\n', 'Step 9: Add chickpeas and frozen spinach; cook until warmed through, 8 to 10 minutes.\n', 'Step 10: Season with salt.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7728551.jpg,"{'calories': '776.3 calories', 'carbohydrateContent': '144 g', 'fatContent': '10.5 g', 'fiberContent': '36.8 g', 'proteinContent': '32.2 g', 'saturatedFatContent': '2 g', 'sodiumContent': '587.2 mg', 'sugarContent': '11.5 g'}",allrecipes.com
Fried Mushrooms,45,6 serving(s),"['1 cup all-purpose flour', '½ cup cornstarch', '¾ teaspoon baking powder', '¼ teaspoon garlic salt', '1 cup water', '1 (10 ounce) package whole fresh mushrooms', '2 cups panko bread crumbs', '2 cups vegetable oil for frying, or as needed']","['Step 1: Mix flour, cornstarch, baking powder, and garlic salt together in a large bowl.\n', 'Step 2: Add water and mix until batter is smooth.\n', 'Step 3: Dip mushrooms into the batter and coat evenly.\n', 'Step 4: Allow excess batter to drip off.\n', 'Step 5: Roll mushrooms in bread crumbs until thoroughly coated.\n', 'Step 6: Heat oil in a deep-fryer or large saucepan to 365 degrees F (185 degrees C).\n', 'Step 7: Deep-fry mushrooms in batches until golden brown.\n', 'Step 8: Drain on paper towels.\n']",https://www.allrecipes.com/img/misc/og-default.png,"{'calories': '192 calories', 'carbohydrateContent': '27.3 g', 'fatContent': '7.7 g', 'fiberContent': '1.1 g', 'proteinContent': '3.6 g', 'saturatedFatContent': '1 g', 'sodiumContent': '141.4 mg', 'sugarContent': '0.8 g'}",allrecipes.com
South African Milk Tart,65,2 serving(s),"['½ cup margarine', '½ cup white sugar', '2 cups all-purpose flour', '1 egg', '2 teaspoons baking powder', 'salt to taste', '4 cups milk', '1 teaspoon margarine', '1 ½ cups white sugar', '2 eggs', '2 ½ teaspoons all-purpose flour', '2 ½ teaspoons cornstarch', '1 teaspoon vanilla extract, or to taste', '2 dashes ground cinnamon']","['Step 1: Preheat oven to 350 degrees F (175 degrees C).\n', 'Step 2: Combine 1/2 cup margarine and 1/2 cup sugar in a bowl; beat with an electric mixer on low speed until creamy.\n', 'Step 3: Add 2 cups flour, 1 egg, baking powder, and salt; mix well until dough comes together.\n', 'Step 4: Press dough into bottom and sides of two 8-inch pie plates to form crusts.\n', 'Step 5: Bake in the preheated oven until lightly golden, about 10 minutes.\n', 'Step 6: Remove from oven and let cool.\n', 'Step 7: Combine milk and 1 teaspoon margarine in a saucepan over medium-low heat; bring to a boil.\n', 'Step 8: Remove from heat.\n', 'Step 9: Mix 1 1/2 cup sugar, 2 eggs, 2 1/2 teaspoons flour, cornstarch, and vanilla extract into a smooth paste in a bowl.\n', 'Step 10: Pour over hot milk in the saucepan.\n', 'Step 11: Return saucepan to medium heat and stir milk mixture until thick, 5 to 8 minutes.\n', 'Step 12: Divide milk mixture evenly between the cooled crusts.\n', 'Step 13: Sprinkle cinnamon on top.\n', 'Step 14: Cool until filling is set, about 30 minutes.\n']",https://www.allrecipes.com/img/misc/og-default.png,"{'calories': '254.2 calories', 'carbohydrateContent': '40.9 g', 'cholesterolContent': '39.8 mg', 'fatContent': '8.1 g', 'fiberContent': '0.5 g', 'proteinContent': '4.9 g', 'saturatedFatContent': '2.1 g', 'sodiumContent': '177.6 mg', 'sugarContent': '28.1 g'}",allrecipes.com
Tomato Chutney,30,6 serving(s),"['2 pints cherry tomatoes', '1 small white onion, chopped', '1 green onion, chopped', '½ teaspoon chopped fresh cilantro', '2 green chile peppers, chopped', 'salt to taste', '1 teaspoon lemon juice, or to taste']","['Step 1: Place cherry tomatoes in a medium saucepan.\n', 'Step 2: Add just enough water to cover the bottom of the pan.\n', 'Step 3: Bring to a boil over medium-high heat, and let cook until tomatoes are soft and broken.\n', 'Step 4: n In a medium bowl, mix together the white onion, green onion, cilantro, and chile peppers.\n', 'Step 5: Add hot cooked tomatoes, and mix well.\n', 'Step 6: Season with salt, pepper and lemon juice to taste.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F702960.jpg,"{'calories': '32.6 calories', 'carbohydrateContent': '7.4 g', 'fatContent': '0.4 g', 'fiberContent': '1.6 g', 'proteinContent': '1.3 g', 'saturatedFatContent': '0.1 g', 'sodiumContent': '10.9 mg', 'sugarContent': '1.3 g'}",allrecipes.com
African Fish Stew,35,4 serving(s),"['1 tablespoon olive oil', '1 onion, chopped', '1 cup seafood stock', '¼ cup tomato paste', '1 head bok choy, chopped', '3 cloves garlic, chopped', '1 teaspoon gumbo file powder', 'salt and ground black pepper to taste', '2 saffron threads, or to taste', '3 pounds tilapia fillets']","['Step 1: Heat oil in a skillet over medium heat.\n', 'Step 2: Add onion; cook and stir until translucent, about 5 minutes.\n', 'Step 3: Add seafood stock and tomato paste.\n', 'Step 4: Add bok choy, garlic, gumbo file, salt, pepper, and saffron; cook and stir until well incorporated, about 5 minutes.\n', 'Step 5: Add tilapia.\n', 'Step 6: Let simmer until flavors blend and fish flakes easily with a fork, 15 to 20 minutes.\n']",https://www.allrecipes.com/img/misc/og-default.png,"{'calories': '437.1 calories', 'carbohydrateContent': '12 g', 'cholesterolContent': '125.6 mg', 'fatContent': '8.9 g', 'fiberContent': '2.9 g', 'proteinContent': '74.5 g', 'saturatedFatContent': '1.6 g', 'sodiumContent': '488.9 mg', 'sugarContent': '5.8 g'}",allrecipes.com
Instant Pot® Apricot Chicken Tagine,75,4 serving(s),"['1 tablespoon vegetable oil', '1 large onion, finely sliced', '1 clove garlic, minced', '1 (1 inch) piece fresh ginger, grated', '1 tablespoon butter', '1 ½ teaspoons ground cinnamon', '1 teaspoon ground cumin', '1 pound skinless, boneless chicken thighs, cut into large chunks', '1 cup chicken broth', '1 cup chopped tomatoes', '6 fresh apricots, pitted and halved', '1 tablespoon honey', '3 ½ ounces cooked Israeli couscous']","['Step 1: Turn on a multi-functional pressure cooker (such as Instant Pot®) and select Saute function.\n', 'Step 2: Heat vegetable oil in the hot cooker.\n', 'Step 3: Add onion and saute for 3 minutes.\n', 'Step 4: Stir in garlic and ginger and saute until fragrant, about 30 seconds.\n', 'Step 5: Stir in butter.\n', 'Step 6: Mix cinnamon and cumin together in a small bowl.\n', 'Step 7: Reserve 1 teaspoon of the mixture; set aside.\n', 'Step 8: Season chicken thighs with remaining cinnamon and cumin mixture.\n', 'Step 9: Place chicken into the Instant Pot® and sear, about 5 minutes per side.\n', 'Step 10: Pour in chicken broth and tomatoes.\n', 'Step 11: Close and lock the lid.\n', ""Step 12: Select high pressure according to manufacturer's instructions; set timer for 10 minutes.\n"", 'Step 13: Allow 10 to 15 minutes for pressure to build.\n', ""Step 14: Release pressure using the natural-release method according to manufacturer's instructions for 15 minutes.\n"", ""Step 15: Release remaining pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes.\n"", 'Step 16: Unlock and remove the lid.\n', 'Step 17: Place apricots into the liquid.\n', 'Step 18: Sprinkle chicken thighs with reserved 1 teaspoon cinnamon and cumin mixture.\n', 'Step 19: Drizzle honey over chicken thighs.\n', 'Step 20: Serve with tomato mixture on top of couscous.\n']",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6742915.jpg,"{'calories': '377.2 calories', 'carbohydrateContent': '36.1 g', 'cholesterolContent': '79.2 mg', 'fatContent': '15.1 g', 'fiberContent': '4 g', 'proteinContent': '24.4 g', 'saturatedFatContent': '4.6 g', 'sodiumContent': '384.5 mg', 'sugarContent': '12.3 g'}",allrecipes.com
